FIFA Version Name,Name,Position,Age,Overall rating,Potential,Team,Contract Dates,Height,Weight,Foot,Best overall,Best position,Joined,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Pacing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Nationality,Player Specialities,Club League Name,Club Position,Club Kit Number,Contract Valid Until,National Team Position,National Team Kit Number,Player Image URL,Profile URL
FC 24,L. Martínez,CB,25,88,90,Inter,2018 ~ 2026,"174cm / 5'9""",72kg / 159lbs,Right,89,ST,5-Jul-18,€116M,€180K,€200.1M,403,60,91,86,75,91,378,85,78,54,73,88,427,83,77,88,90,89,420,85,93,80,84,78,378,90,45,91,78,74,88,130,55,31,44,48,11,8,8,8,13,2184,457,4,4,High,Medium,3,Unique,Yes,80,86,71,87,48,85,Argentina,Acrobat,Serie A,LS,10,2026,SUB,22,https://cdn.sofifa.net/players/231/478/24_120.png,https://sofifa.com/player/231478/lautaro-martinez/240050/
FC 24,M. Ødegaard,CM,24,88,90,Arsenal,2021 ~ 2028,"178cm / 5'10""",68kg / 150lbs,Left,89,CAM,20-Aug-21,€118M,€200K,€227.2M,393,86,83,55,90,79,435,88,84,85,88,90,402,74,71,85,89,83,376,82,66,88,56,84,374,64,68,83,91,68,87,194,68,69,57,62,14,15,15,8,10,2236,463,2,5,High,Medium,4,Lean (170-185),Yes,72,82,89,88,66,66,Norway,"Dribbler, Playmaker, Crosser, Complete midfielder",Premier League,RCM,8,2028,RCM,10,https://cdn.sofifa.net/players/222/665/24_120.png,https://sofifa.com/player/222665/martin-odegaard/240050/
FC 24,Bernardo Silva,"CM, RW",28,88,88,Manchester City,2017 ~ 2026,"173cm / 5'8""",64kg / 141lbs,Left,88,CM,1-Jul-17,€91.5M,€270K,€169.3M,385,84,78,54,91,78,416,92,84,67,82,91,422,78,68,95,89,92,371,79,66,93,54,79,391,78,73,85,87,68,89,206,70,76,60,54,9,10,14,12,9,2245,468,3,4,High,High,3,Lean (170-185),Yes,73,78,86,92,70,69,Portugal,"Dribbler, Playmaker, Engine, Acrobat, Complete midfielder",Premier League,LCM,20,2026,RM,10,https://cdn.sofifa.net/players/218/667/24_120.png,https://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/240050/
FC 24,Ederson,GK,29,88,89,Manchester City,2017 ~ 2026,"188cm / 6'2""",86kg / 190lbs,Left,88,GK,1-Jul-17,€70M,€210K,€134.8M,131,20,14,14,65,18,203,30,40,20,68,45,323,64,63,60,88,48,287,68,79,44,78,18,220,38,27,20,70,65,70,52,29,15,8,433,87,82,91,86,87,1649,497,3,1,Medium,Medium,3,Unique,Yes,87,82,91,87,64,86,Brazil,Unknown,Premier League,GK,31,2026,Unknown,Unknown,https://cdn.sofifa.net/players/210/257/24_120.png,https://sofifa.com/player/210257/ederson-santana-de-moraes/240050/
FC 24,J. Oblak,GK,30,88,88,Atlético Madrid,2014 ~ 2028,"188cm / 6'2""",87kg / 192lbs,Right,88,GK,16-Jul-14,€61M,€90K,€128.1M,95,13,11,15,43,13,109,12,13,14,40,30,292,42,53,64,85,48,263,59,72,42,78,12,149,36,24,11,67,11,68,59,27,14,18,426,85,90,78,86,87,1393,472,3,1,Medium,Medium,4,Unique,Yes,85,90,78,87,46,86,Slovenia,Unknown,La Liga,GK,13,2028,Unknown,Unknown,https://cdn.sofifa.net/players/200/389/24_120.png,https://sofifa.com/player/200389/jan-oblak/240050/
FC 24,A. Griezmann,ST,32,88,88,Atlético Madrid,2022 ~ 2026,"176cm / 5'9""",73kg / 161lbs,Left,88,ST,10-Oct-22,€74M,€135K,€155.4M,432,82,90,85,89,86,437,88,89,85,86,89,424,81,80,89,90,84,412,85,85,86,69,87,390,74,59,90,88,79,89,172,45,63,64,63,14,8,14,13,14,2330,477,3,4,High,High,5,Unique,Yes,80,88,87,88,59,75,France,"Dribbler, Engine, Acrobat, Clinical finisher, Complete forward",La Liga,RS,7,2026,CAM,7,https://cdn.sofifa.net/players/194/765/24_120.png,https://sofifa.com/player/194765/antoine-griezmann/240050/
FC 24,Neymar Jr,"LW, CAM",31,88,88,Al Hilal,2023 ~ 2025,"175cm / 5'9""",68kg / 150lbs,Right,88,LW,15-Aug-23,€75.5M,€115K,€120.8M,400,83,83,63,85,86,445,95,88,87,81,94,425,85,82,90,85,83,355,79,71,73,51,81,355,63,37,83,87,85,93,96,35,32,29,59,9,9,15,15,11,2135,440,5,5,High,Medium,5,Unique,Yes,83,82,85,93,37,60,Brazil,"Dribbler, FK Specialist, Acrobat",Pro League,RES,10,2025,Unknown,Unknown,https://cdn.sofifa.net/players/190/871/24_120.png,https://sofifa.com/player/190871/neymar-da-silva-santos-jr/240050/
FC 24,K. Benzema,"ST, CF",35,88,88,Al Ittihad,2023 ~ 2026,"185cm / 6'1""",81kg / 179lbs,Right,88,ST,1-Jul-23,€39M,€86K,€62.4M,431,75,89,90,89,88,409,87,82,73,76,91,390,76,77,77,88,72,412,87,84,80,80,81,351,63,39,90,88,71,88,85,43,24,18,41,13,11,5,5,7,2119,449,4,4,Medium,Medium,5,Normal (170-185),Yes,77,86,83,87,39,77,France,"Poacher, Clinical finisher",Pro League,ST,9,2026,Unknown,Unknown,https://cdn.sofifa.net/players/165/153/24_120.png,https://sofifa.com/player/165153/karim-benzema/240050/
FC 24,F. Wirtz,CAM,20,87,92,Bayer 04 Leverkusen,2020 ~ 2027,"177cm / 5'10""",71kg / 157lbs,Right,89,CAM,31-Jan-20,€118.5M,€77K,€210.3M,367,82,79,42,90,74,407,87,80,64,86,90,420,81,80,87,86,86,347,75,61,83,53,75,340,63,44,83,90,60,84,151,58,49,44,57,14,14,13,6,10,2089,443,4,4,High,Medium,3,Normal (170-185),Yes,80,76,86,88,50,63,Germany,"Dribbler, Playmaker, Acrobat, Complete midfielder",Bundesliga,LF,10,2027,LAM,17,https://cdn.sofifa.net/players/256/630/24_120.png,https://sofifa.com/player/256630/florian-wirtz/240050/
FC 24,P. Foden,"RW, LW, CAM",23,87,90,Manchester City,2016 ~ 2027,"171cm / 5'7""",69kg / 152lbs,Left,90,CAM,6-Dec-16,€109M,€210K,€209.8M,356,80,83,47,87,59,416,89,84,70,82,91,433,87,80,92,83,91,365,87,63,83,47,85,358,64,59,85,86,64,86,166,60,59,47,52,8,15,6,10,13,2146,456,3,4,High,High,3,Unique,Yes,83,82,84,90,57,60,England,"Dribbler, Playmaker, Acrobat, Complete midfielder",Premier League,RW,47,2027,LM,20,https://cdn.sofifa.net/players/237/692/24_120.png,https://sofifa.com/player/237692/phil-foden/240050/
FC 24,G. Kobel,GK,25,87,90,Borussia Dortmund,2021 ~ 2028,"195cm / 6'5""",88kg / 194lbs,Right,87,GK,1-Jul-21,€81.5M,€64K,€144.7M,85,13,10,13,39,10,116,24,13,12,33,34,241,38,52,37,85,29,247,55,71,30,81,10,119,24,14,10,59,12,66,45,15,15,15,418,86,84,73,86,89,1271,462,3,1,Medium,Medium,3,Normal (185+),Yes,86,84,73,89,44,86,Switzerland,Unknown,Bundesliga,GK,1,2028,Unknown,Unknown,https://cdn.sofifa.net/players/235/073/24_120.png,https://sofifa.com/player/235073/gregor-kobel/240050/
FC 24,D. Rice,"CDM, CM",24,87,88,Arsenal,2023 ~ 2028,"185cm / 6'1""",80kg / 176lbs,Right,87,CDM,15-Jul-23,€88.5M,€150K,€170.4M,349,78,64,72,85,50,396,82,79,65,86,84,351,71,75,55,85,65,403,78,82,92,81,70,391,85,86,70,79,71,86,256,85,86,85,47,8,11,14,5,9,2193,470,3,3,Medium,High,3,Normal (185+),Yes,73,68,81,79,84,85,England,"Tackling, Tactician",Premier League,LCM,41,2028,LDM,4,https://cdn.sofifa.net/players/234/378/24_120.png,https://sofifa.com/player/234378/declan-rice/240050/
FC 24,V. Osimhen,ST,24,87,89,Napoli,2020 ~ 2025,"186cm / 6'1""",77kg / 170lbs,Right,88,ST,1-Sep-20,€104.5M,€100K,€185.5M,389,62,89,84,71,83,336,83,63,52,54,84,414,87,92,78,89,68,421,85,94,81,86,75,337,68,34,90,70,75,80,103,36,45,22,53,14,14,10,9,6,2053,445,4,3,High,Medium,3,Lean (185+),Yes,90,84,65,82,42,82,Nigeria,Unknown,Serie A,ST,9,2025,Unknown,Unknown,https://cdn.sofifa.net/players/232/293/24_120.png,https://sofifa.com/player/232293/victor-osimhen/240050/
FC 24,G. Donnarumma,GK,24,87,90,Paris Saint-Germain,2021 ~ 2026,"196cm / 6'5""",90kg / 198lbs,Right,87,GK,15-Jul-21,€85M,€90K,€163.6M,80,12,12,12,36,8,118,28,12,14,34,30,281,50,55,57,81,38,259,55,72,39,75,18,154,30,26,14,60,24,65,50,20,14,16,416,90,81,73,83,89,1358,468,3,1,Medium,Medium,3,Unique,Yes,90,81,73,89,52,83,Italy,Unknown,Ligue 1,GK,99,2026,GK,1,https://cdn.sofifa.net/players/230/621/24_120.png,https://sofifa.com/player/230621/gianluigi-donnarumma/240050/
FC 24,F. de Jong,"CM, CDM",26,87,88,FC Barcelona,2019 ~ 2026,"181cm / 5'11""",74kg / 163lbs,Right,87,CM,1-Jul-19,€93M,€240K,€197.6M,383,78,72,72,91,70,413,87,84,64,89,89,417,80,83,87,88,79,379,68,82,89,74,66,374,74,82,77,88,53,90,229,76,76,77,49,7,13,10,10,9,2244,479,3,4,High,Medium,4,Unique,Yes,82,69,86,87,77,78,Netherlands,"Dribbler, Playmaker, Acrobat, Complete midfielder",La Liga,LCM,21,2026,LCM,21,https://cdn.sofifa.net/players/228/702/24_120.png,https://sofifa.com/player/228702/frenkie-de-jong/240050/
FC 24,M. Maignan,GK,27,87,90,AC Milan,2021 ~ 2026,"191cm / 6'3""",89kg / 196lbs,Right,87,GK,1-Jul-21,€78M,€90K,€138.5M,131,18,15,17,65,16,186,31,38,16,61,40,285,50,53,41,85,56,277,65,75,39,78,20,155,35,25,15,65,15,68,58,23,16,19,428,85,82,87,85,89,1520,479,4,1,Medium,Medium,3,Normal (185+),Yes,85,82,87,89,51,85,France,Unknown,Serie A,GK,16,2026,GK,16,https://cdn.sofifa.net/players/215/698/24_120.png,https://sofifa.com/player/215698/mike-maignan/240050/
FC 24,J. Kimmich,"CDM, RB",28,87,87,FC Bayern München,2015 ~ 2025,"177cm / 5'10""",75kg / 165lbs,Right,87,CDM,1-Jul-15,€70M,€110K,€115.5M,388,91,68,72,88,69,418,82,85,76,91,84,397,77,65,84,87,84,400,78,78,93,68,83,405,86,85,80,85,69,86,243,81,84,78,60,8,15,7,15,15,2311,475,4,3,High,Medium,4,Normal (170-185),Yes,70,74,88,83,82,78,Germany,Crosser,Bundesliga,RB,6,2025,RB,6,https://cdn.sofifa.net/players/212/622/24_120.png,https://sofifa.com/player/212622/joshua-kimmich/240050/
FC 24,Bruno Fernandes,"CAM, CM",28,87,87,Manchester United,2020 ~ 2026,"179cm / 5'10""",69kg / 152lbs,Right,87,CAM,30-Jan-20,€80M,€220K,€152M,404,82,83,63,89,87,422,80,85,82,89,86,386,74,68,78,90,76,395,86,71,95,60,83,418,84,63,87,94,90,79,196,62,71,63,63,12,14,15,8,14,2284,464,3,4,High,High,4,Unique,Yes,71,84,88,82,65,74,Portugal,"Playmaker, Engine, Complete midfielder",Premier League,CAM,8,2026,LCM,8,https://cdn.sofifa.net/players/212/198/24_120.png,https://sofifa.com/player/212198/bruno-miguel-borges-fernandes/240050/
FC 24,Marquinhos,CB,29,87,87,Paris Saint-Germain,2013 ~ 2028,"183cm / 6'0""",75kg / 165lbs,Right,87,CB,19-Jul-13,€66.5M,€140K,€123M,334,68,59,88,84,35,323,69,58,32,85,79,379,76,82,68,86,67,360,65,89,83,78,45,368,81,89,70,76,52,86,267,90,89,88,47,6,6,12,10,13,2078,453,3,3,Medium,High,3,Normal (170-185),Yes,79,56,75,74,89,80,Brazil,"Tackling, Tactician",Ligue 1,RCB,5,2028,Unknown,Unknown,https://cdn.sofifa.net/players/207/865/24_120.png,https://sofifa.com/player/207865/marcos-aoas-correa/240050/
FC 24,H. Son,"LW, LM, ST",30,87,87,Tottenham Hotspur,2015 ~ 2025,"183cm / 6'0""",78kg / 172lbs,Right,87,LW,28-Aug-15,€77M,€170K,€146.3M,406,84,90,70,83,79,403,87,87,74,72,83,418,85,88,81,90,74,407,88,78,88,64,89,349,62,39,91,82,75,88,114,47,34,33,53,11,13,13,6,10,2150,453,5,4,High,High,4,Unique,Yes,87,88,81,85,42,70,Korea Republic,"Engine, Distance shooter, Clinical finisher",Premier League,ST,7,2025,Unknown,Unknown,https://cdn.sofifa.net/players/200/104/24_120.png,https://sofifa.com/player/200104/heung-min-son/240050/
FC 24,M. Neuer,GK,37,87,87,FC Bayern München,2011 ~ 2025,"193cm / 6'4""",93kg / 205lbs,Right,87,GK,1-Jul-11,€9M,€55K,€14.9M,124,15,13,25,60,11,169,30,14,11,68,46,268,48,50,51,84,35,284,68,77,43,80,16,188,29,30,12,70,47,70,38,17,10,11,431,84,85,90,88,84,1502,480,4,1,Medium,Medium,5,Unique,Yes,84,85,90,84,49,88,Germany,Unknown,Bundesliga,GK,1,2025,Unknown,Unknown,https://cdn.sofifa.net/players/167/495/24_120.png,https://sofifa.com/player/167495/manuel-neuer/240050/
FC 24,J. Musiala,"CAM, LM, CM",20,86,93,FC Bayern München,2020 ~ 2026,"184cm / 6'0""",72kg / 159lbs,Right,88,CAM,3-Jun-20,€134.5M,€79K,€248.8M,347,67,79,49,82,70,380,94,69,51,77,89,440,84,86,93,85,92,344,73,65,78,53,75,342,59,65,81,82,55,84,195,64,63,68,42,6,9,8,8,11,2090,451,4,5,High,Medium,3,Lean (170-185),Yes,85,75,76,91,63,61,Germany,"Dribbler, Acrobat",Bundesliga,CAM,42,2026,CAM,10,https://cdn.sofifa.net/players/256/790/24_120.png,https://sofifa.com/player/256790/jamal-musiala/240050/
FC 24,R. Araujo,"CB, RB",24,86,91,FC Barcelona,2018 ~ 2026,"188cm / 6'2""",79kg / 174lbs,Right,88,CB,29-Aug-18,€93M,€175K,€197.6M,313,58,56,85,76,38,281,55,47,45,66,68,357,76,86,56,84,55,354,68,92,72,87,35,330,87,85,56,59,43,76,258,86,86,86,53,11,14,9,11,8,1946,432,3,2,Medium,High,3,Normal (185+),Yes,82,53,65,62,86,84,Uruguay,Tackling,La Liga,RCB,4,2026,Unknown,Unknown,https://cdn.sofifa.net/players/253/163/24_120.png,https://sofifa.com/player/253163/ronald-araujo/240050/
FC 24,Pedri,"CM, LW",20,86,92,FC Barcelona,2020 ~ 2026,"174cm / 5'9""",60kg / 132lbs,Right,88,CM,4-Aug-20,€105M,€165K,€236.3M,334,68,72,50,88,56,402,87,79,62,86,88,422,81,76,88,87,90,369,68,73,87,73,68,355,62,73,79,88,53,87,210,68,77,65,46,12,7,11,8,8,2138,461,4,4,High,High,3,Lean (170-185),Yes,78,69,82,88,70,74,Spain,"Dribbler, Playmaker, Engine, Acrobat, Complete midfielder",La Liga,SUB,8,2026,SUB,26,https://cdn.sofifa.net/players/251/854/24_120.png,https://sofifa.com/player/251854/pedro-gonzalez-lopez/240050/
FC 24,K. Kvaratskhelia,"LW, RW",22,86,92,Napoli,2022 ~ 2027,"183cm / 6'0""",70kg / 154lbs,Right,87,CAM,1-Jul-22,€109M,€95K,€207.1M,368,78,81,62,83,64,401,90,82,65,76,88,417,85,86,86,84,76,388,78,78,79,70,83,335,62,40,82,86,65,79,111,38,39,34,54,9,15,8,14,8,2074,445,5,5,Medium,Medium,2,Normal (170-185),Yes,86,79,81,87,41,71,Georgia,"Dribbler, Acrobat",Serie A,LW,77,2027,Unknown,Unknown,https://cdn.sofifa.net/players/247/635/24_120.png,https://sofifa.com/player/247635/khvicha-kvaratskhelia/240050/
