FIFA Version Name,Name,Position,Age,Overall rating,Potential,Team,Contract Dates,Height,Weight,Foot,Best overall,Best position,Joined,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Pacing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Nationality,Player Specialities,Club League Name,Club Position,Club Kit Number,Contract Valid Until,National Team Position,National Team Kit Number,Player Image URL,Profile URL
FIFA 23,Rúben Dias,CB,25,88,91,Manchester City,2020 ~ 2027,"187cm / 6'2""",82kg / 181lbs,Right,90,CB,29-Sep-20,€107.5M,€230K,€206.9M,284,54,29,87,82,32,308,64,46,48,76,74,328,54,69,60,89,56,345,74,78,77,90,26,313,92,86,39,51,45,81,263,90,88,85,47,7,8,13,7,12,1888,410,4,2,Medium,High,3,Normal (185+),Yes,62,39,66,68,88,87,Portugal,"Tackling, Tactician, Strength, Complete defender",Premier League,LCB,3,2027,CB,4,https://cdn.sofifa.net/players/239/818/23_120.png,https://sofifa.com/player/239818/ruben-santos-gato-alves-dias/230054/
FIFA 23,G. Donnarumma,GK,23,88,92,Paris Saint-Germain,2021 ~ 2026,"196cm / 6'5""",90kg / 198lbs,Right,88,GK,15-Jul-21,€103.5M,€110K,€199.2M,80,12,12,12,36,8,118,28,12,14,34,30,292,50,55,64,85,38,255,59,72,34,72,18,154,30,26,14,60,24,65,50,20,14,16,425,90,82,79,85,89,1374,477,3,1,Medium,Medium,3,Unique,Yes,90,82,79,89,52,85,Italy,Unknown,Ligue 1,GK,99,2026,GK,1,https://cdn.sofifa.net/players/230/621/23_120.png,https://sofifa.com/player/230621/gianluigi-donnarumma/230054/
FIFA 23,Bernardo Silva,CM,27,88,88,Manchester City,2017 ~ 2025,"173cm / 5'8""",64kg / 141lbs,Left,88,CM,1-Jul-17,€96.5M,€260K,€178.5M,382,84,78,51,91,78,414,92,84,67,80,91,417,78,64,95,88,92,355,79,51,93,54,78,384,78,69,83,86,68,89,204,70,74,60,54,9,10,14,12,9,2210,461,3,4,High,High,2,Lean (170-185),Yes,70,78,85,92,68,68,Portugal,"Dribbler, Playmaker, Engine, Acrobat, Complete midfielder",Premier League,SUB,20,2025,RCM,10,https://cdn.sofifa.net/players/218/667/23_120.png,https://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/230054/
FIFA 23,Ederson,GK,28,88,90,Manchester City,2017 ~ 2026,"188cm / 6'2""",86kg / 190lbs,Left,88,GK,1-Jul-17,€78M,€210K,€150.2M,127,20,14,14,61,18,163,23,15,20,65,40,322,64,63,60,87,48,271,68,66,41,78,18,206,38,27,20,70,51,70,52,29,15,8,431,86,82,91,86,86,1572,495,3,1,Medium,Medium,3,Unique,Yes,86,82,91,86,64,86,Brazil,Unknown,Premier League,GK,31,2026,Unknown,Unknown,https://cdn.sofifa.net/players/210/257/23_120.png,https://sofifa.com/player/210257/ederson-santana-de-moraes/230054/
FIFA 23,Marquinhos,CB,28,88,89,Paris Saint-Germain,2013 ~ 2028,"183cm / 6'0""",75kg / 165lbs,Right,88,CB,19-Jul-13,€86.5M,€170K,€166.5M,334,68,59,88,84,35,323,69,58,32,85,79,379,77,81,68,87,66,362,65,92,82,78,45,368,81,89,70,76,52,86,268,90,89,89,47,6,6,12,10,13,2081,453,3,3,Medium,High,3,Normal (170-185),Yes,79,56,75,74,89,80,Brazil,"Tackling, Tactician",Ligue 1,RCB,5,2028,Unknown,Unknown,https://cdn.sofifa.net/players/207/865/23_120.png,https://sofifa.com/player/207865/marcos-aoas-correa/230054/
FIFA 23,V. van Dijk,CB,30,88,88,Liverpool,2018 ~ 2025,"193cm / 6'4""",92kg / 203lbs,Right,88,CB,1-Jan-18,€75M,€210K,€138.8M,314,53,52,85,79,45,362,70,60,70,86,76,356,67,87,61,88,53,400,81,88,74,93,64,347,85,88,47,65,62,89,266,90,90,86,58,13,10,13,11,11,2103,456,3,2,Medium,High,4,Unique,Yes,78,60,71,72,89,86,Netherlands,"Tackling, Tactician, Strength, Complete defender",Premier League,LCB,4,2025,LCB,4,https://cdn.sofifa.net/players/203/376/23_120.png,https://sofifa.com/player/203376/virgil-van-dijk/230054/
FIFA 23,H. Son,LW,29,88,88,Tottenham Hotspur,2015 ~ 2025,"183cm / 6'0""",78kg / 172lbs,Right,88,LW,28-Aug-15,€89.5M,€230K,€170.1M,402,83,91,68,81,79,403,86,87,74,74,82,422,85,88,82,91,76,389,88,60,88,64,89,346,62,39,91,81,73,89,114,47,34,33,53,11,13,13,6,10,2129,451,5,4,High,Medium,4,Unique,Yes,87,89,80,84,42,69,Korea Republic,"Dribbler, Distance shooter, Clinical finisher, Complete forward",Premier League,LW,7,2025,Unknown,Unknown,https://cdn.sofifa.net/players/200/104/23_120.png,https://sofifa.com/player/200104/heung-min-son/230054/
FIFA 23,M. ter Stegen,GK,30,88,88,FC Barcelona,2014 ~ 2025,"187cm / 6'2""",85kg / 187lbs,Right,88,GK,1-Jul-14,€61M,€210K,€125.1M,118,18,14,11,61,14,144,21,18,12,63,30,262,45,50,39,85,43,267,65,79,35,78,10,171,43,22,11,70,25,70,48,25,13,10,433,86,85,87,85,90,1443,480,4,1,Medium,Medium,5,Unique,Yes,86,85,87,90,47,85,Germany,Unknown,La Liga,GK,1,2025,GK,1,https://cdn.sofifa.net/players/192/448/23_120.png,https://sofifa.com/player/192448/marc-andre-ter-stegen/230054/
FIFA 23,T. Kroos,"CM, CDM",32,88,88,Real Madrid,2014 ~ 2023,"183cm / 6'0""",76kg / 168lbs,Right,88,CM,17-Jul-14,€72M,€310K,€147.6M,398,88,77,58,93,82,431,80,86,84,93,88,331,55,52,63,90,71,354,89,32,75,72,86,378,60,80,76,89,73,88,204,71,73,60,51,10,11,13,7,10,2147,444,5,3,Medium,Medium,4,Normal (170-185),Yes,53,81,90,81,71,68,Germany,"Playmaker, Distance shooter, Crosser, Complete midfielder",La Liga,CDM,8,2023,Unknown,Unknown,https://cdn.sofifa.net/players/182/521/23_120.png,https://sofifa.com/player/182521/toni-kroos/230054/
FIFA 23,L. Modrić,CM,36,88,88,Real Madrid,2012 ~ 2023,"172cm / 5'8""",66kg / 146lbs,Right,88,CM,1-Aug-12,€29M,€230K,€59.5M,380,86,72,55,91,76,430,85,85,78,92,90,417,76,70,91,88,92,369,79,67,83,58,82,393,62,80,78,90,83,92,217,70,75,72,52,13,9,7,14,9,2258,464,4,4,Medium,Medium,4,Lean (170-185),Yes,73,76,89,88,72,66,Croatia,"Playmaker, Crosser, Acrobat, Complete midfielder",La Liga,LCM,10,2023,RCM,10,https://cdn.sofifa.net/players/177/003/23_120.png,https://sofifa.com/player/177003/luka-modric/230054/
FIFA 23,Rodri,CDM,26,87,89,Manchester City,2019 ~ 2027,"191cm / 6'3""",82kg / 181lbs,Right,87,CDM,4-Jul-19,€88.5M,€200K,€170.4M,352,63,64,80,86,59,372,78,65,61,83,85,328,54,62,65,82,65,415,89,72,88,84,82,369,82,83,75,83,46,85,248,84,86,78,49,10,10,7,14,8,2133,454,4,3,Medium,High,3,Normal (185+),Yes,58,72,78,79,83,84,Spain,Unknown,Premier League,CDM,16,2027,CDM,16,https://cdn.sofifa.net/players/231/866/23_120.png,https://sofifa.com/player/231866/rodrigo-hernandez-cascante/230054/
FIFA 23,F. de Jong,CM,25,87,90,FC Barcelona,2019 ~ 2026,"180cm / 5'11""",74kg / 163lbs,Right,89,CM,1-Jul-19,€104.5M,€230K,€222.1M,383,78,72,72,91,70,413,87,84,64,89,89,417,80,83,87,88,79,373,68,76,89,74,66,374,74,82,77,88,53,90,229,76,76,77,49,7,13,10,10,9,2238,479,3,4,High,Medium,3,Unique,Yes,82,69,86,87,77,78,Netherlands,"Dribbler, Playmaker, Acrobat, Complete midfielder",La Liga,RCM,21,2026,RCM,21,https://cdn.sofifa.net/players/228/702/23_120.png,https://sofifa.com/player/228702/frenkie-de-jong/230054/
FIFA 23,N. Kanté,"CDM, CM",31,87,87,Chelsea,2016 ~ 2023,"168cm / 5'6""",70kg / 154lbs,Right,87,CDM,16-Jul-16,€56M,€175K,€106.4M,322,68,64,54,80,56,332,78,49,49,75,81,405,77,68,78,90,92,373,71,75,90,72,65,380,90,87,72,77,54,84,265,88,92,85,54,15,12,10,7,10,2131,456,3,2,Medium,High,4,Unique,Yes,72,65,73,81,85,80,France,"Tackling, Tactician",Premier League,RCM,7,2023,Unknown,Unknown,https://cdn.sofifa.net/players/215/914/23_120.png,https://sofifa.com/player/215914/ngolo-kante/230054/
FIFA 23,M. Maignan,GK,26,87,89,AC Milan,2021 ~ 2026,"191cm / 6'3""",89kg / 196lbs,Right,87,GK,1-Jul-21,€75M,€90K,€133.1M,131,18,15,17,65,16,186,31,38,16,61,40,285,50,53,41,85,56,276,65,74,39,78,20,155,35,25,15,65,15,68,58,23,16,19,428,85,82,87,85,89,1519,479,4,1,Medium,Medium,2,Normal (185+),Yes,85,82,87,89,51,85,France,Unknown,Serie A,GK,16,2026,GK,16,https://cdn.sofifa.net/players/215/698/23_120.png,https://sofifa.com/player/215698/mike-maignan/230054/
FIFA 23,Bruno Fernandes,"CAM, CM, RM",27,87,87,Manchester United,2020 ~ 2026,"179cm / 5'10""",69kg / 152lbs,Right,87,CAM,30-Jan-20,€85M,€210K,€161.5M,413,87,83,66,90,87,427,79,86,85,90,87,392,75,69,78,91,79,408,88,71,95,66,88,420,84,66,87,93,90,81,208,69,74,65,63,12,14,15,8,14,2331,476,3,4,High,High,3,Unique,Yes,72,86,90,82,69,77,Portugal,"Playmaker, Engine, Distance shooter, Crosser, Complete midfielder",Premier League,CAM,8,2026,LCM,8,https://cdn.sofifa.net/players/212/198/23_120.png,https://sofifa.com/player/212198/bruno-miguel-borges-fernandes/230054/
FIFA 23,João Cancelo,"LB, RB, RM",28,87,87,FC Bayern München,"Jun 30, 2023 On loan","182cm / 6'0""",74kg / 163lbs,Right,87,LB,7-Aug-19,€72M,€210K,€ 0,377,87,69,72,87,62,406,85,87,69,79,86,411,86,84,79,84,78,384,80,72,91,62,79,375,76,81,81,85,52,85,241,79,83,79,58,6,9,15,14,14,2252,480,4,4,High,Low,3,Unique,Yes,85,73,85,84,80,73,Portugal,Crosser,Bundesliga,LB,22,30-Jun-23,RM,20,https://cdn.sofifa.net/players/210/514/23_120.png,https://sofifa.com/player/210514/joao-pedro-cavaco-cancelo/230054/
FIFA 23,S. Mané,"CF, LM, ST",30,87,87,FC Bayern München,2022 ~ 2025,"174cm / 5'9""",69kg / 152lbs,Right,87,CF,1-Jul-22,€78M,€125K,€128.7M,402,78,85,80,84,75,386,88,77,64,71,86,430,84,79,89,90,88,403,85,86,82,72,78,357,75,35,88,84,75,84,122,42,42,38,56,10,10,15,7,14,2156,451,4,4,Medium,Medium,4,Unique,Yes,81,83,80,87,44,76,Senegal,"Poacher, Dribbler, Acrobat, Complete forward",Bundesliga,SUB,17,2025,Unknown,Unknown,https://cdn.sofifa.net/players/208/722/23_120.png,https://sofifa.com/player/208722/sadio-mane/230054/
FIFA 23,M. Verratti,"CM, CDM",29,87,87,Paris Saint-Germain,2012 ~ 2026,"165cm / 5'5""",60kg / 132lbs,Right,87,CM,18-Jul-12,€77.5M,€155K,€143.4M,353,82,60,57,90,64,421,91,85,64,89,92,390,65,55,90,87,93,312,60,66,75,53,58,406,89,86,78,89,64,94,244,78,82,84,64,12,12,15,15,10,2190,444,4,4,Medium,High,3,Unique,Yes,60,61,87,91,79,66,Italy,"Dribbler, Playmaker, Tactician, Acrobat, Complete midfielder",Ligue 1,CDM,6,2026,LCM,6,https://cdn.sofifa.net/players/199/556/23_120.png,https://sofifa.com/player/199556/marco-verratti/230054/
FIFA 23,De Gea,GK,31,87,87,Manchester United,2011 ~ 2023,"192cm / 6'4""",76kg / 168lbs,Right,87,GK,1-Jul-11,€42M,€150K,€79.8M,103,17,13,18,42,13,133,18,21,19,43,32,282,47,45,63,87,40,197,53,64,30,38,12,119,15,21,9,45,29,52,57,23,21,13,411,87,78,71,86,89,1302,457,3,1,Medium,Medium,4,Unique,Yes,87,78,71,89,46,86,Spain,Unknown,Premier League,GK,1,2023,Unknown,Unknown,https://cdn.sofifa.net/players/193/080/23_120.png,https://sofifa.com/player/193080/david-de-gea-quintana/230054/
FIFA 23,Cristiano Ronaldo,ST,37,87,87,Al Nassr,2023 ~ 2025,"187cm / 6'2""",83kg / 183lbs,Right,87,ST,1-Jan-23,€27M,€72K,€45.9M,416,77,90,89,76,84,389,79,79,75,70,86,390,75,82,77,89,67,419,92,95,70,75,87,349,62,29,92,76,90,93,80,24,32,24,58,7,11,15,14,11,2101,432,4,5,High,Low,5,Unique,Yes,79,90,75,82,34,72,Portugal,"Distance shooter, Clinical finisher",Pro League,ST,7,2025,RS,7,https://cdn.sofifa.net/players/020/801/23_120.png,https://sofifa.com/player/20801/c-ronaldo-dos-santos-aveiro/230054/
FIFA 23,F. Valverde,"CM, RW",23,86,91,Real Madrid,2016 ~ 2027,"182cm / 6'0""",78kg / 172lbs,Right,87,CM,22-Jul-16,€102M,€210K,€216.8M,370,78,77,59,86,70,396,81,74,69,87,85,407,84,91,77,87,68,407,89,62,89,80,87,385,81,81,80,84,59,84,240,79,82,79,45,6,10,6,15,8,2250,493,4,3,High,High,1,Unique,Yes,88,80,83,82,78,82,Uruguay,"Engine, Distance shooter",La Liga,RCM,15,2027,Unknown,Unknown,https://cdn.sofifa.net/players/239/053/23_120.png,https://sofifa.com/player/239053/federico-valverde/230054/
FIFA 23,Vinícius Jr.,LW,21,86,92,Real Madrid,2018 ~ 2025,"176cm / 5'9""",73kg / 161lbs,Right,86,LW,12-Jul-18,€109M,€200K,€245.3M,353,72,84,50,75,72,393,92,77,62,73,89,449,95,95,94,82,83,375,76,75,84,64,76,306,58,26,82,75,65,79,75,32,25,18,36,5,7,7,7,10,1987,435,4,5,High,High,2,Lean (170-185),Yes,95,79,74,90,29,68,Brazil,"Speedster, Dribbler, Acrobat",La Liga,LW,20,2025,Unknown,Unknown,https://cdn.sofifa.net/players/238/794/23_120.png,https://sofifa.com/player/238794/vinicius-jose-de-oliveira-junior/230054/
FIFA 23,G. Kobel,GK,24,86,89,Borussia Dortmund,2021 ~ 2026,"195cm / 6'5""",88kg / 194lbs,Right,86,GK,1-Jul-21,€72.5M,€52K,€128.7M,85,13,10,13,39,10,116,24,13,12,33,34,240,38,52,37,84,29,247,56,70,30,81,10,119,24,14,10,59,12,66,45,15,15,15,414,86,84,74,82,88,1266,458,3,1,Medium,Medium,2,Normal (185+),Yes,86,84,74,88,44,82,Switzerland,Unknown,Bundesliga,GK,1,2026,Unknown,Unknown,https://cdn.sofifa.net/players/235/073/23_120.png,https://sofifa.com/player/235073/gregor-kobel/230054/
FIFA 23,C. Nkunku,"CF, CAM, ST",24,86,89,RB Leipzig,2019 ~ 2024,"175cm / 5'9""",73kg / 161lbs,Right,88,CAM,18-Jul-19,€94M,€90K,€166.9M,383,81,86,61,85,70,419,89,82,80,80,88,429,81,85,88,85,90,358,79,59,78,64,78,360,59,64,86,84,67,81,180,62,64,54,43,5,6,10,15,7,2172,463,3,5,Medium,Medium,3,Normal (170-185),Yes,83,81,83,88,62,66,France,"Dribbler, Acrobat",Bundesliga,LS,18,2024,Unknown,Unknown,https://cdn.sofifa.net/players/232/411/23_120.png,https://sofifa.com/player/232411/christopher-nkunku/230054/
FIFA 23,S. Milinković-Savić,CM,27,86,86,Lazio,2015 ~ 2024,"192cm / 6'4""",76kg / 168lbs,Right,86,CM,6-Aug-15,€72M,€90K,€122.4M,399,71,82,86,86,74,417,85,81,78,86,87,345,66,70,62,84,63,429,83,87,91,87,81,382,79,79,82,83,59,84,231,78,79,74,47,7,10,7,16,7,2250,477,5,4,High,Medium,3,Normal (185+),Yes,68,80,82,82,79,86,Serbia,Unknown,Serie A,RCM,21,2024,Unknown,Unknown,https://cdn.sofifa.net/players/223/848/23_120.png,https://sofifa.com/player/223848/sergej-milinkovic-savic/230054/
FIFA 23,M. Ødegaard,"CAM, CM",23,86,89,Arsenal,2021 ~ 2026,"178cm / 5'10""",68kg / 150lbs,Left,88,CAM,20-Aug-21,€93M,€125K,€183.7M,383,84,81,52,89,77,426,86,83,85,85,87,394,78,71,85,77,83,346,81,46,81,56,82,362,63,65,82,89,63,82,165,65,49,51,62,14,15,15,8,10,2138,447,2,5,High,Medium,3,Lean (170-185),Yes,74,80,87,85,58,63,Norway,"Dribbler, Playmaker, Complete midfielder",Premier League,RCM,8,2026,RCM,10,https://cdn.sofifa.net/players/222/665/23_120.png,https://sofifa.com/player/222665/martin-odegaard/230054/
